Id,Brand,Category,Name,Rating,Gender,Notes,Recommended Time,Year,Perfume Url
7763,Victoria’s Secret,fragrance mist,Victoria's Secret After Party Angel,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-after-party-angel/fragrance-mist#326200
7764,Victoria’s Secret,body lotion,Victoria's Secret Coral Sky,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-coral-sky/body-lotion#312366
7765,Victoria’s Secret,eau de toilette,Victoria's Secret Dream,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-dream/edt#302924
7766,Victoria's Secret,body lotion,Victoria's Secret Fabulous,,women,"Apricot, Mandarin orange, Violet leaves, Red currant, Osmanthus",,2013,https://www.fragrancenet.com/perfume/victorias-secret/victorias-secret-fabulous/body-lotion#325419
7767,Victoria's Secret,glitter lust shimmer spray,Victoria's Secret Heavenly,,women,"White musk, Vanilla, Sandalwood, Peony",,2014,https://www.fragrancenet.com/perfume/victorias-secret/victorias-secret-heavenly/glitter-lust-shimmer-spray#336521
7768,Victoria’s Secret,eau de parfum,Victoria's Secret Love Me More,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-love-me-more/eau-de-parfum#300259
7769,Victoria’s Secret,body mist,Victoria's Secret Pink Chill Palm,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-pink-chill-palm/body-mist#312364
7770,Victoria’s Secret,coconut & lavender oil body lotion 14 oz,Victoria's Secret Pink Coco Sleep,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-pink-coco-sleep/coconut-and-lavender-oil-body-lotion-14-oz#328451
7771,Victoria’s Secret,coconut & vanilla oil body lotion 14 oz,Victoria's Secret Pink Coco Zen,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-pink-coco-zen/coconut-and-vanilla-oil-body-lotion-14-oz#328454
7772,Victoria’s Secret,2 in 1 wash scrub,Victoria's Secret Pink Cool & Bright,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-pink-cool-and-bright/2-in-1-wash-scrub#324142
7773,Victoria’s Secret,fragrance mist,Victoria's Secret Pink Festival Crush,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-pink-festival-crush/fragrance-mist#339900
7774,Victoria’s Secret,eau de parfum,Victoria's Secret Pink Pomelo Sunrise,,women,,,,https://www.fragrancenet.com/perfume/victoria-s-secret/victorias-secret-pink-pomelo-sunrise/eau-de-parfum#306166
7775,Victoria's Secret,body mist,Victoria's Secret Pink Urban Bouquet,,women,,,,https://www.fragrancenet.com/perfume/victorias-secret/victorias-secret-pink-urban-bouquet/body-mist#336525
7776,Victoria's Secret,solid fragrance,Victoria's Secret Wicked,,women,,,,https://www.fragrancenet.com/perfume/victorias-secret/victorias-secret-wicked/solid-fragrance#339748
7777,Victorinox,eau de toilette,Victorinox Ella,,women,,,2014,https://www.fragrancenet.com/perfume/victorinox/victorinox-ella/edt#268184
7778,Vince Camuto,body spray,Vince Camuto Ciao,,women,,,2016,https://www.fragrancenet.com/perfume/vince-camuto/vince-camuto-ciao/body-spray#341377
7779,Vince Camuto,body spray,Vince Camuto Homme,,men,"Lemon, Gin, Ozonic notes, Fennel, Cypress",,2014,https://www.fragrancenet.com/cologne/vince-camuto/vince-camuto-homme/body-spray#341414
7780,Parfums O! Catch,eau de parfum,Vous & Moi O! Catch,,women,,,,https://www.fragrancenet.com/perfume/parfums-o-catch/vous-and-moi-o-catch/eau-de-parfum#314834
7781,Weil,eau de parfum,Weil Greedy Essence,,women,,,,https://www.fragrancenet.com/perfume/weil/weil-greedy-essence/eau-de-parfum#297101
7782,Whatever It Takes,eau de parfum spray 3.4 oz & body lotion 3.4 oz & shower gel 3.4 oz,Whatever It Takes Kesha,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-kesha/eau-de-parfum-spray-3.4-oz-and-body-lotion-3.4-oz-and-shower-gel-3.4-oz#311500
7783,Whatever It Takes,eau de parfum,Whatever It Takes Kesha,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-kesha/eau-de-parfum#311501
7784,Whatever It Takes,body mist,Whatever It Takes Kesha Breath Of Sweet Berry,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-kesha-breath-of-sweet-berry/body-mist#312452
7785,Whatever It Takes,body mist,Whatever It Takes Kesha Hint Of French Vanilla,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-kesha-hint-of-french-vanilla/body-mist#312449
7786,Whatever It Takes,body mist,Whatever It Takes Kesha Whiff Of Cherry Blossom,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-kesha-whiff-of-cherry-blossom/body-mist#312450
7787,Whatever It Takes,body mist,Whatever It Takes Serena Williams Blossom Of Amazon Lily,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-serena-williams-blossom-of-amazon-lily/body-mist#304585
7788,Whatever It Takes,body mist,Whatever It Takes Serena Williams Breath Of Passion Flower,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-serena-williams-breath-of-passion-flower/body-mist#304586
7789,Whatever It Takes,body mist,Whatever It Takes Serena Williams Wave Of African Moon,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-serena-williams-wave-of-african-moon/body-mist#304591
7790,Whatever It Takes,body mist,Whatever It Takes Serena Williams Whiff Of Bright Summer,,women,,,,https://www.fragrancenet.com/perfume/whatever-it-takes/whatever-it-takes-serena-williams-whiff-of-bright-summer/body-mist#304587
7791,Warner Bros,eau de toilette,Wile E Coyote,,unisex,"bergamot, cedar, coriander, lavender, clary sage",,,https://www.fragrancenet.com/fragrances/warner-bros/wile-e-coyote/edt#222839
7792,Disney,shampoo,Winnie The Pooh,,unisex,,,,https://www.fragrancenet.com/fragrances/disney/winnie-the-pooh/shampoo#265216
7793,Woods of Windsor,hand cream,Woods Of Windsor Blackberry & Thyme,,women,,,,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-blackberry-and-thyme/hand-cream#304749
7794,Woods of Windsor,exfoliating hand scrub,Woods Of Windsor Blackberry & Thyme,,women,,,,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-blackberry-and-thyme/exfoliating-hand-scrub#304748
7795,Woods of Windsor,hand wash,Woods Of Windsor Blue Orchid & Water Lily,,women,"mango, orange, red currant, water lily, bellflower",,2013,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-blue-orchid-and-water-lily/hand-wash#251858
7796,Woods of Windsor,hand wash,Woods Of Windsor Cedar Woods,5,women,"Citruses, Patchouli, Cedar",,2013,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-cedar-woods/hand-wash#258025
7797,Woods of Windsor,moisturizing bath & shower gel 11.8 oz,Woods Of Windsor Honeyed Pear & Amber,,women,,,,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-honeyed-pear-and-amber/moisturizing-bath-and-shower-gel-11.8-oz#273373
7798,Woods of Windsor,moisturizing hand & body lotion 11.8 oz,Woods Of Windsor Honeyed Pear & Amber,,women,,,,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-honeyed-pear-and-amber/moisturizing-hand-and-body-lotion-11.8-oz#273374
7799,Woods of Windsor,hand wash,Woods Of Windsor Lavender,,women,"Rosemary, Amber, Lavender, Vanilla, Patchouli",daytime,1974,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-lavender/hand-wash#270845
7800,Woods of Windsor,moisturizing bath & shower gel 8.4 oz,Woods Of Windsor Lavender,,women,"Rosemary, Amber, Lavender, Vanilla, Patchouli",daytime,1974,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-lavender/moisturizing-bath-and-shower-gel-8.4-oz#221839
7801,Woods of Windsor,hand wash,Woods Of Windsor Pomegranate & Hibiscus,,women,,,,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-pomegranate-and-hibiscus/hand-wash#258032
7802,Woods of Windsor,eau de toilette,Woods Of Windsor Pomegranate & Hibiscus,5,women,,,,https://www.fragrancenet.com/perfume/woods-of-windsor/woods-of-windsor-pomegranate-and-hibiscus/edt#258035
7803,Alfred Dunhill,eau de toilette spray 3.4 oz & aftershave balm 5 oz,X-Centric,,men,"Nutmeg, Cypress, Cinnamon, Clary sage, Grapefruit",daytime,2001,https://www.fragrancenet.com/cologne/alfred-dunhill/x-centric/edt-spray-3.4-oz-and-aftershave-balm-5-oz#293499
7804,Victory International,shower gel,Xoxo Heartbeat,,women,"rose, tonka, bourbon, sandalwood, mandarin, and vanilla.",casual,2004,https://www.fragrancenet.com/perfume/victory-international/xoxo-heartbeat/shower-gel#140821
7805,Yardley,eau de toilette,Yardley,,men,"Lime, Bergamot, Cedar, Sandalwood, And Amber.",casual,2001,https://www.fragrancenet.com/cologne/yardley/yardley/edt#287105
7806,Yardley,royal english daisy hand & nail cream 3.4 oz,Yardley,,women,"Lavender, Bergamot, Eucalyptus, Rosemary, Clary Sage",casual,1913,https://www.fragrancenet.com/perfume/yardley/yardley/royal-english-daisy-hand-and-nail-cream-3.4-oz#226510
7807,Yardley,peony hand and nail cream,Yardley,,women,"Lavender, Bergamot, Eucalyptus, Rosemary, Clary Sage",casual,1913,https://www.fragrancenet.com/perfume/yardley/yardley/peony-hand-and-nail-cream#302283
7808,Yardley,eau de toilette,Yardley Equity,,men,,,,https://www.fragrancenet.com/cologne/yardley/yardley-equity/edt#302519
7809,Yves Saint Laurent,eau de toilette,Young Sexy Lovely,,women,"Cherry blossom, Light woods, Mandarin, Fern, Magnolia",casual,2006,https://www.fragrancenet.com/perfume/yves-saint-laurent/young-sexy-lovely/edt#163469
7810,Ella Mikao,eau de toilette,Yujin Cross,,men,,,,https://www.fragrancenet.com/cologne/ella-mikao/yujin-cross/edt#266848
7811,Zadig & Voltaire,eau de parfum,Zadig & Voltaire Girls Can Do Anything,,women,,,,https://www.fragrancenet.com/perfume/zadig-and-voltaire/zadig-and-voltaire-girls-can-do-anything/eau-de-parfum#321256
7812,Weil,eau de parfum,Zibeline De Weil,5,women,"Ylang-Ylang, Orange Blossom, Plum, Benzoin And Tonka Bean.",casual,2010,https://www.fragrancenet.com/perfume/weil/zibeline-de-weil/eau-de-parfum#219642
7813,Zippo,eau de toilette,Zippo Feelzone,,men,,,,https://www.fragrancenet.com/cologne/zippo/zippo-feelzone/edt#243657
7814,Zippo,eau de toilette refillable spray 1.7 oz & eau de toilette refill 1.7 oz *tester,Zippo Into The Blue,,men,,,,https://www.fragrancenet.com/cologne/zippo/zippo-into-the-blue/edt-refillable-spray-1.7-oz-and-edt-refill-1.7-oz-tester#332539
7815,Zippo,eau de toilette,Zippo Original,5,men,"bergamot, grapefruit, violet leaf, red apple, lavender",,2010,https://www.fragrancenet.com/cologne/zippo/zippo-original/edt#244358
7816,2 BE 3,eau de toilette,2be3 Live,,men,,,2002,https://www.fragrancenet.com/cologne/2-be-3/2be3-live/edt#184048
7817,4711,pink pepper & grapefruit body lotion 6.8 oz,4711 Acqua Colonia,,women,"Lemon Balm, Lemon Verbena",,2009,https://www.fragrancenet.com/perfume/4711/4711-acqua-colonia/pink-pepper-and-grapefruit-body-lotion-6.8-oz#304606
7818,4711,mandarine & cardamom body lotion 6.8 oz,4711 Acqua Colonia,,women,"Lemon Balm, Lemon Verbena",,2009,https://www.fragrancenet.com/perfume/4711/4711-acqua-colonia/mandarine-and-cardamom-body-lotion-6.8-oz#304609
7819,4711,lemon & ginger soap 3.5 oz,4711 Acqua Colonia,,women,"Lemon Balm, Lemon Verbena",,2009,https://www.fragrancenet.com/perfume/4711/4711-acqua-colonia/lemon-and-ginger-soap-3.5-oz#321704
7820,4711,white peach & coriander shower gel 6.8 oz,4711 Acqua Colonia,,women,"Lemon Balm, Lemon Verbena",,2009,https://www.fragrancenet.com/perfume/4711/4711-acqua-colonia/white-peach-and-coriander-shower-gel-6.8-oz#304605
7821,4711,lime & nutmeg shower gel 6.8 oz,4711 Acqua Colonia,,women,"Lemon Balm, Lemon Verbena",,2009,https://www.fragrancenet.com/perfume/4711/4711-acqua-colonia/lime-and-nutmeg-shower-gel-6.8-oz#304598
7822,4711,pink pepper & grapefruit shower gel 6.8 oz,4711 Acqua Colonia,,women,"Lemon Balm, Lemon Verbena",,2009,https://www.fragrancenet.com/perfume/4711/4711-acqua-colonia/pink-pepper-and-grapefruit-shower-gel-6.8-oz#304592
7823,A Lab On Fire,eau de toilette,A Lab On Fire L'Anonyme Ou Op 1475-A,,unisex,,,2011,https://www.fragrancenet.com/fragrances/a-lab-on-fire/a-lab-on-fire-lanonyme-ou-op-1475-a/edt#282724
7824,Abercrombie & Fitch,body lotion,Abercrombie & Fitch First Instinct Blue,,women,,,,https://www.fragrancenet.com/perfume/abercrombie-and-fitch/abercrombie-and-fitch-first-instinct-blue/body-lotion#323164
7825,Reyane,eau de parfum,Acqua Di Parisis Monaco,,women,,,,https://www.fragrancenet.com/perfume/reyane/acqua-di-parisis-monaco/eau-de-parfum#335084
7826,Acqua Di Parma,body lotion,Acqua Di Parma Blue Mediterraneo,,men,"Myrtle, Basil, Lemon, Bergamot, Jasmine",casual,2008,https://www.fragrancenet.com/cologne/acqua-di-parma/acqua-di-parma-blue-mediterraneo/body-lotion#318601
7827,Acqua di Parma,eau de parfum,Acqua Di Parma Profumo,5,women,"jasmine, ylang-ylang, iris, rose",,,https://www.fragrancenet.com/perfume/acqua-di-parma/acqua-di-parma-profumo/eau-de-parfum#133161
7828,Adidas,shower gel,Adidas Adipower,,men,,,,https://www.fragrancenet.com/cologne/adidas/adidas-adipower/shower-gel#324216
7829,Adidas,micro pearls exfoliating shower milk,Adidas Smooth,,women,,,,https://www.fragrancenet.com/perfume/adidas/adidas-smooth/micro-pearls-exfoliating-shower-milk#331085
7830,Jean Patou,eau de parfum,Adieu Sagesse Jean Patou,,women,,,,https://www.fragrancenet.com/perfume/jean-patou/adieu-sagesse-jean-patou/eau-de-parfum#300118
7831,La Martina,shower gel,Adios Pampamia,,women,,,2011,https://www.fragrancenet.com/perfume/la-martina/adios-pampamia/shower-gel#258210
7832,Davidoff,eau de toilette,Adventure Amazonia,,men,"citrus, spices, palm tree leaves, wet notes, peruvian cedarwood",,2009,https://www.fragrancenet.com/cologne/davidoff/adventure-amazonia/edt#174633
7833,Aeropostale,body lotion,Aeropostale Endless Wonder,,women,,,,https://www.fragrancenet.com/perfume/aeropostale/aeropostale-endless-wonder/body-lotion#314093
7834,Afnan Perfumes,eau de parfum,Afnan Ornament,,women,,,,https://www.fragrancenet.com/perfume/afnan-perfumes/afnan-ornament/eau-de-parfum#308581
7835,Afnan Perfumes,eau de parfum,Afnan Ornament,,men,,,,https://www.fragrancenet.com/cologne/afnan-perfumes/afnan-ornament/eau-de-parfum#308582
7836,Agatha Ruiz De La Prada,eau de toilette spray 2.7 oz & body lotion 2.5 oz,Agatha Ruiz De La Prada Crazy Florever,,women,,,,https://www.fragrancenet.com/perfume/agatha-ruiz-de-la-prada/agatha-ruiz-de-la-prada-crazy-florever/edt-spray-2.7-oz-and-body-lotion-2.5-oz#338145
7837,Agatha Ruiz De La Prada,eau de toilette,Agatha Ruiz De La Prada Crazy Florever,,women,,,,https://www.fragrancenet.com/perfume/agatha-ruiz-de-la-prada/agatha-ruiz-de-la-prada-crazy-florever/edt#324421
7838,Agatha Ruiz De La Prada,eau de toilette,Agatha Ruiz De La Prada Love Love Love,,women,,,,https://www.fragrancenet.com/perfume/agatha-ruiz-de-la-prada/agatha-ruiz-de-la-prada-love-love-love/edt#339548
7839,Agatha Ruiz De La Prada,eau de toilette spray 2.7 oz & body lotion 2.5 oz,Agatha Ruiz De La Prada Love Love Love,,women,,,,https://www.fragrancenet.com/perfume/agatha-ruiz-de-la-prada/agatha-ruiz-de-la-prada-love-love-love/edt-spray-2.7-oz-and-body-lotion-2.5-oz#332510
7840,Agatha Ruiz De La Prada,eau de toilette spray 2.7 oz & body lotion 2.5 oz,Agatha Ruiz De La Prada Rebel Love,,women,,,,https://www.fragrancenet.com/perfume/agatha-ruiz-de-la-prada/agatha-ruiz-de-la-prada-rebel-love/edt-spray-2.7-oz-and-body-lotion-2.5-oz#325674
7841,Agatha Ruiz De La Prada,eau de toilette spray 2.7 oz & body lotion 2.5 oz,Agatha Ruiz De La Prada Sexy Florever,,women,,,,https://www.fragrancenet.com/perfume/agatha-ruiz-de-la-prada/agatha-ruiz-de-la-prada-sexy-florever/edt-spray-2.7-oz-and-body-lotion-2.5-oz#307459
7842,Agent Provocateur,eau de toilette,Agent Provocateur Agent Eau Provocateur,,women,"red berries, tonka bean, vanille, myrhh, citruses",,2000,https://www.fragrancenet.com/perfume/agent-provocateur/agent-provocateur-agent-eau-provocateur/edt#222814
7843,Loewe,eau de toilette spray 3.4 oz & eau de toilette spray 1 oz,Agua De Loewe,,men,"tea, yuzu, bergamot, spicy, cedar",,2000,https://www.fragrancenet.com/cologne/loewe/agua-de-loewe/edt-spray-3.4-oz-and-edt-spray-1-oz#302456
7844,Etienne Aigner,aftershave,Aigner,,men,"Yuzu, Nutmeg, musk, cedarwood",casual,2000,https://www.fragrancenet.com/cologne/etienne-aigner/aigner/aftershave#268920
7845,Etienne Aigner,aftershave lotion,Aigner,,men,"Yuzu, Nutmeg, musk, cedarwood",casual,2000,https://www.fragrancenet.com/cologne/etienne-aigner/aigner/aftershave-lotion#331485
7846,Etienne Aigner,eau de toilette,Aigner 1 Platinum,,men,,,,https://www.fragrancenet.com/cologne/etienne-aigner/aigner-1-platinum/edt#308593
7847,Etienne Aigner,eau de parfum,Aigner Debut,,women,,,,https://www.fragrancenet.com/perfume/etienne-aigner/aigner-debut/eau-de-parfum#265125
7848,Etienne Aigner,eau de toilette,Aigner In Leather,,men,,,,https://www.fragrancenet.com/cologne/etienne-aigner/aigner-in-leather/edt#149704
7849,Etienne Aigner,eau de parfum,Aigner Starlight Gold,,women,,,,https://www.fragrancenet.com/perfume/etienne-aigner/aigner-starlight-gold/eau-de-parfum#308594
7850,Loewe,eau de toilette,Aire Loewe Sensual,,women,"petitgrain, lemon, mandarin orange, green apple, jasmine",,2012,https://www.fragrancenet.com/perfume/loewe/aire-loewe-sensual/edt#294099
7851,Alexander J,eau de parfum,Alexandre J d'Artistes #1,,unisex,,,,https://www.fragrancenet.com/fragrances/alexander-j/alexandre-j-dartistes-1/eau-de-parfum#326603
7852,Alexander J,eau de parfum,Alexandre J d'Artistes #3,,unisex,,,,https://www.fragrancenet.com/fragrances/alexander-j/alexandre-j-dartistes-3/eau-de-parfum#326599
7853,Alexander J,eau de parfum,Alexandre J d'Artistes #5,,unisex,,,,https://www.fragrancenet.com/fragrances/alexander-j/alexandre-j-dartistes-5/eau-de-parfum#326595
7854,Alyssa Ashley,eau de toilette,Alyssa Ashley Green Tea,,women,"Rose, Lemon, Violet, Freesia, Jasmine, And Lavender.",daytime,2002,https://www.fragrancenet.com/perfume/alyssa-ashley/alyssa-ashley-green-tea/edt#125421
7855,Profumum Roma,parfum,Ambra,,men,,,,https://www.fragrancenet.com/cologne/profumum-roma/ambra/parfum#297156
7856,Etro,eau de toilette,Ambra Etro,,unisex,,,1989,https://www.fragrancenet.com/fragrances/etro/ambra-etro/edt#286988
7857,Amouage,shower gel,Amouage Ciel,,women,"gardenia, cyclamen, violet leaf, peach, waterlily",,2003,https://www.fragrancenet.com/perfume/amouage/amouage-ciel/shower-gel#245734
